,month,Hmin_0,Hmax_0,Hmean_0,Tmin_0,Tmax_0,Tmean_0,Hmin_1,Hmax_1,Hmean_1,Tmin_1,Tmax_1,Tmean_1,Hmin_2,Hmax_2,Hmean_2,Tmin_2,Tmax_2,Tmean_2,Hmin_3,Hmax_3,Hmean_3,Tmin_3,Tmax_3,Tmean_3,Hmin_4,Hmax_4,Hmean_4,Tmin_4,Tmax_4,Tmean_4,Hmin_5,Hmax_5,Hmean_5,Tmin_5,Tmax_5,Tmean_5,Hmin_6,Hmax_6,Hmean_6,Tmin_6,Tmax_6,Tmean_6,delta_w
0,1,90.94499999999998,93.76833333333336,92.05894736842106,-5.1744,6.050466666666668,-0.0821596274887605,92.12999999999997,93.53333333333327,92.79472222222222,-2.464,8.452599999999997,1.8255784118357483,87.87166666666668,92.71666666666664,91.17347222222224,-0.5704,10.064000000000002,3.082556582125604,88.84166666666665,93.05499999999998,91.07791666666668,-0.637,9.798666666666666,3.750071482487922,75.83933333333337,89.57666666666664,82.65607638888889,-4.6214,9.56691666666667,2.259225301932368,87.91166666666668,93.68666666666664,91.54534722222222,-8.746,18.896,-0.9377708484299518,81.615,93.58999999999996,89.0773611111111,-10.072,9.365183333333336,-2.648781748188406,-0.5258691800986286
1,1,92.12999999999997,93.53333333333327,92.79472222222222,-2.464,8.452599999999997,1.8255784118357483,87.87166666666668,92.71666666666664,91.17347222222224,-0.5704,10.064000000000002,3.082556582125604,88.84166666666665,93.05499999999998,91.07791666666668,-0.637,9.798666666666666,3.750071482487922,75.83933333333337,89.57666666666664,82.65607638888889,-4.6214,9.56691666666667,2.259225301932368,87.91166666666668,93.68666666666664,91.54534722222222,-8.746,18.896,-0.9377708484299518,81.615,93.58999999999996,89.0773611111111,-10.072,9.365183333333336,-2.648781748188406,89.51999999999998,90.81666666666668,90.13118055555556,-3.8698,7.7316,1.812448611111111,-0.0406296145895035
2,1,87.87166666666668,92.71666666666664,91.17347222222224,-0.5704,10.064000000000002,3.082556582125604,88.84166666666665,93.05499999999998,91.07791666666668,-0.637,9.798666666666666,3.750071482487922,75.83933333333337,89.57666666666664,82.65607638888889,-4.6214,9.56691666666667,2.259225301932368,87.91166666666668,93.68666666666664,91.54534722222222,-8.746,18.896,-0.9377708484299518,81.615,93.58999999999996,89.0773611111111,-10.072,9.365183333333336,-2.648781748188406,89.51999999999998,90.81666666666668,90.13118055555556,-3.8698,7.7316,1.812448611111111,89.08166666666666,90.94833333333334,90.1665277777778,0.662,9.885500000000004,3.6595248641304345,-0.067327012209705
3,1,88.84166666666665,93.05499999999998,91.07791666666668,-0.637,9.798666666666666,3.750071482487922,75.83933333333337,89.57666666666664,82.65607638888889,-4.6214,9.56691666666667,2.259225301932368,87.91166666666668,93.68666666666664,91.54534722222222,-8.746,18.896,-0.9377708484299518,81.615,93.58999999999996,89.0773611111111,-10.072,9.365183333333336,-2.648781748188406,89.51999999999998,90.81666666666668,90.13118055555556,-3.8698,7.7316,1.812448611111111,89.08166666666666,90.94833333333334,90.1665277777778,0.662,9.885500000000004,3.6595248641304345,82.25,89.77833333333334,86.37201388888889,-1.4738,13.5345,4.034587016908213,-0.0685849697800374
4,1,75.83933333333337,89.57666666666664,82.65607638888889,-4.6214,9.56691666666667,2.259225301932368,87.91166666666668,93.68666666666664,91.54534722222222,-8.746,18.896,-0.9377708484299518,81.615,93.58999999999996,89.0773611111111,-10.072,9.365183333333336,-2.648781748188406,89.51999999999998,90.81666666666668,90.13118055555556,-3.8698,7.7316,1.812448611111111,89.08166666666666,90.94833333333334,90.1665277777778,0.662,9.885500000000004,3.6595248641304345,82.25,89.77833333333334,86.37201388888889,-1.4738,13.5345,4.034587016908213,84.92666666666669,91.68666666666668,87.87368055555555,-0.1502,11.806166666666671,4.752350241545894,-0.2814040794104055
5,1,87.91166666666668,93.68666666666664,91.54534722222222,-8.746,18.896,-0.9377708484299518,81.615,93.58999999999996,89.0773611111111,-10.072,9.365183333333336,-2.648781748188406,89.51999999999998,90.81666666666668,90.13118055555556,-3.8698,7.7316,1.812448611111111,89.08166666666666,90.94833333333334,90.1665277777778,0.662,9.885500000000004,3.6595248641304345,82.25,89.77833333333334,86.37201388888889,-1.4738,13.5345,4.034587016908213,84.92666666666669,91.68666666666668,87.87368055555555,-0.1502,11.806166666666671,4.752350241545894,81.68333333333331,89.02000000000002,84.40236111111112,3.2910000000000004,14.894,6.899888707729469,0.2479161298651168
6,1,81.615,93.58999999999996,89.0773611111111,-10.072,9.365183333333336,-2.648781748188406,89.51999999999998,90.81666666666668,90.13118055555556,-3.8698,7.7316,1.812448611111111,89.08166666666666,90.94833333333334,90.1665277777778,0.662,9.885500000000004,3.6595248641304345,82.25,89.77833333333334,86.37201388888889,-1.4738,13.5345,4.034587016908213,84.92666666666669,91.68666666666668,87.87368055555555,-0.1502,11.806166666666671,4.752350241545894,81.68333333333331,89.02000000000002,84.40236111111112,3.2910000000000004,14.894,6.899888707729469,73.42666666666669,89.58999999999996,80.83861805555554,-0.2832,23.32549999999999,5.965962047101449,-0.1902074655599162
7,1,89.51999999999998,90.81666666666668,90.13118055555556,-3.8698,7.7316,1.812448611111111,89.08166666666666,90.94833333333334,90.1665277777778,0.662,9.885500000000004,3.6595248641304345,82.25,89.77833333333334,86.37201388888889,-1.4738,13.5345,4.034587016908213,84.92666666666669,91.68666666666668,87.87368055555555,-0.1502,11.806166666666671,4.752350241545894,81.68333333333331,89.02000000000002,84.40236111111112,3.2910000000000004,14.894,6.899888707729469,73.42666666666669,89.58999999999996,80.83861805555554,-0.2832,23.32549999999999,5.965962047101449,79.9185,89.415,85.1835486111111,0.0498,14.925999999999998,4.471487167874396,-0.8803496137157663
8,1,89.08166666666666,90.94833333333334,90.1665277777778,0.662,9.885500000000004,3.6595248641304345,82.25,89.77833333333334,86.37201388888889,-1.4738,13.5345,4.034587016908213,84.92666666666669,91.68666666666668,87.87368055555555,-0.1502,11.806166666666671,4.752350241545894,81.68333333333331,89.02000000000002,84.40236111111112,3.2910000000000004,14.894,6.899888707729469,73.42666666666669,89.58999999999996,80.83861805555554,-0.2832,23.32549999999999,5.965962047101449,79.9185,89.415,85.1835486111111,0.0498,14.925999999999998,4.471487167874396,83.59166666666668,88.7583333333333,87.00312500000001,-0.9824000000000002,15.421666666666669,4.085289598429952,-0.6823054380859531
9,1,82.25,89.77833333333334,86.37201388888889,-1.4738,13.5345,4.034587016908213,84.92666666666669,91.68666666666668,87.87368055555555,-0.1502,11.806166666666671,4.752350241545894,81.68333333333331,89.02000000000002,84.40236111111112,3.2910000000000004,14.894,6.899888707729469,73.42666666666669,89.58999999999996,80.83861805555554,-0.2832,23.32549999999999,5.965962047101449,79.9185,89.415,85.1835486111111,0.0498,14.925999999999998,4.471487167874396,83.59166666666668,88.7583333333333,87.00312500000001,-0.9824000000000002,15.421666666666669,4.085289598429952,84.97166666666666,92.69166666666668,89.96993055555555,-4.9122,16.934,2.929196165458937,-0.8485357385076889
10,1,84.92666666666669,91.68666666666668,87.87368055555555,-0.1502,11.806166666666671,4.752350241545894,81.68333333333331,89.02000000000002,84.40236111111112,3.2910000000000004,14.894,6.899888707729469,73.42666666666669,89.58999999999996,80.83861805555554,-0.2832,23.32549999999999,5.965962047101449,79.9185,89.415,85.1835486111111,0.0498,14.925999999999998,4.471487167874396,83.59166666666668,88.7583333333333,87.00312500000001,-0.9824000000000002,15.421666666666669,4.085289598429952,84.97166666666666,92.69166666666668,89.96993055555555,-4.9122,16.934,2.929196165458937,82.61499999999995,92.34166666666668,87.33236111111113,-4.671399999999998,12.1,2.498324003623188,-0.4573116435259064
11,1,81.68333333333331,89.02000000000002,84.40236111111112,3.2910000000000004,14.894,6.899888707729469,73.42666666666669,89.58999999999996,80.83861805555554,-0.2832,23.32549999999999,5.965962047101449,79.9185,89.415,85.1835486111111,0.0498,14.925999999999998,4.471487167874396,83.59166666666668,88.7583333333333,87.00312500000001,-0.9824000000000002,15.421666666666669,4.085289598429952,84.97166666666666,92.69166666666668,89.96993055555555,-4.9122,16.934,2.929196165458937,82.61499999999995,92.34166666666668,87.33236111111113,-4.671399999999998,12.1,2.498324003623188,79.85833333333333,90.37000000000003,86.03218055555556,-5.635,18.702,3.4786415006038647,-0.650302946047618
